"LOCALITY.ID","group.id","month","timegroups"
"L18037349","S104369339",3,"2000-2006"
"L18038343","S104374585",4,"2000-2006"
"L18038343","S105479569",8,"2000-2006"
"L18231577","S105478763",8,"2000-2006"
"L18038343","S105480948",9,"2000-2006"
"L18038065","S104373364",11,"2000-2006"
"L10210874","S121100476",1,"2007-2010"
"L10226067","S122814077",4,"2007-2010"
"L4540870","G1724159",2,"2007-2010"
"L4540859","G1724160",2,"2007-2010"
"L4540756","G1724155",2,"2007-2010"
"L4540756","G1724156",2,"2007-2010"
"L4540732","G1724158",2,"2007-2010"
"L4540763","G1724153",2,"2007-2010"
"L4540851","G1723856",3,"2007-2010"
"L4540876","G1724151",3,"2007-2010"
"L17489271","S101077455",3,"2011-2012"
"L17483533","S101076869",4,"2011-2012"
"L17905168","S103623022",5,"2011-2012"
"L17663759","S102670689",12,"2011-2012"
"L17751238","S102670856",12,"2011-2012"
"L17489271","S120293327",2,"2011-2012"
"L17490873","S101087588",2,"2011-2012"
"L19180840","S120295353",3,"2011-2012"
"L17925217","S107005614",11,"2013"
"L10226077","S96345749",2,"2013"
"L17605920","S102207081",2,"2013"
"L2638529","S16980124",2,"2013"
"L14891985","S96353269",2,"2013"
"L2638303","S16979785",2,"2013"
"L17489996","S102193497",2,"2013"
"L17489996","S101083180",2,"2013"
"L17483533","S102137420",5,"2013"
"L6342841","S39861860",10,"2014"
"L6340565","S39828471",10,"2014"
"L6340565","S39828393",10,"2014"
"L6344969","S39896036",10,"2014"
"L6345003","S39897569",10,"2014"
"L6342793","S39861628",10,"2014"
"L14307506","S114392098",11,"2014"
"L17760606","S114292721",11,"2014"
"L18021275","S114389395",11,"2014"
"L17760606","S114386035",11,"2014"
"L7110420","S114388235",11,"2014"
"L18021082","S114395817",11,"2014"
"L17760606","S114399592",11,"2014"
"L17671753","S102193225",12,"2014"
"L10226067","S122831164",1,"2014"
"L17561342","S101520476",1,"2014"
"L17561342","S114372099",1,"2014"
"L17489996","S107015279",2,"2014"
"L3468632","S22255587",3,"2014"
"L10226069","S114373076",4,"2014"
"L17623632","S101889256",4,"2014"
"L3916908","S25089428",9,"2015"
"L5061737","G8636299",9,"2015"
"L3947050","S25339757",10,"2015"
"L17690570","S102327457",10,"2015"
"L5101573","S32690540",12,"2015"
"L4084115","S26405906",12,"2015"
"L4062230","S26441592",12,"2015"
"L4062230","S26248459",12,"2015"
"L17489996","S101823951",12,"2015"
"L22679497","S162956713",12,"2015"
"L10217874","S101824276",1,"2015"
"L4214299","S27277646",1,"2015"
"L10210874","S121043046",1,"2015"
"L17483533","S121043681",1,"2015"
"L17605976","S121044023",1,"2015"
"L17561342","S101823532",1,"2015"
"L17590561","S27391382",2,"2015"
"L17590561","S104719651",2,"2015"
"L17605976","S121093405",2,"2015"
"L17479830","G9371193",3,"2015"
"L17663759","S102194412",3,"2015"
"L18401917","S106444906",3,"2015"
"L17561342","S115897793",4,"2015"
"L4602225","S29666954",5,"2015"
"L17831298","S115896723",5,"2015"
"L7969438","S48812437",6,"2016"
"L7969665","S48814152",6,"2016"
"L17663759","S102133502",8,"2016"
"L10087801","S60989427",9,"2016"
"L5061737","S32390003",10,"2016"
"L17483533","S103613075",10,"2016"
"L17760606","S32147495",10,"2016"
"L14878745","S32164053",10,"2016"
"L17760606","S32149296",10,"2016"
"L18502505","S107024760",11,"2016"
"L5171107","S33158878",11,"2016"
"L17760606","S32442741",11,"2016"
"L17760606","S32532097",11,"2016"
"L5134199","S32930160",12,"2016"
"L17663759","S102147640",12,"2016"
"L5182365","S33223538",12,"2016"
"L18085913","S104646354",1,"2016"
"L17744175","S102630025",1,"2016"
"L5235370","S33528961",1,"2016"
"L14878745","S33739560",1,"2016"
"L17760606","S33613801",1,"2016"
"L5585115","S35248992",1,"2016"
"L5491045","S34599069",1,"2016"
"L5585056","S35248820",1,"2016"
"L5585056","S35248684",1,"2016"
"L5505691","S34752293",2,"2016"
"L5505146","S34747235",2,"2016"
"L5506291","S34752291",2,"2016"
